"member_id","assembly","name","name_hanja","name_eng","party","party_elected","district","district_type","committees","gender","birth_date","seniority","n_bills","n_bills_lead"
"VRY5522V",22,"민형배","閔炯培","MIN HYUNGBAE","더불어민주당","더불어민주당","광주 광산구을","constituency","문화체육관광위원회","M",1961-06-15,2,1375,239
"O6D8329R",22,"민홍철","閔洪喆","MIN HONGCHUL","더불어민주당","더불어민주당","경남 김해시갑","constituency","국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","M",1961-04-18,4,330,59
"IWR8966I",22,"박균택","朴均澤","PARK KYOONTAEK","더불어민주당","더불어민주당","광주 광산구갑","constituency","법제사법위원회","M",1966-06-12,1,754,56
"W4X85128",22,"박대출","朴大出","PARK DAECHUL","국민의힘","국민의힘","경남 진주시갑","constituency","재정경제기획위원회","M",1961-03-18,4,321,34
"N4R2421C",22,"박덕흠","朴德欽","PARK DUKHYUM","국민의힘","국민의힘","충북 보은군옥천군영동군괴산군","constituency","행정안전위원회, 정치개혁특별위원회","M",1953-10-18,4,1308,75
"M4O5221T",22,"박민규","朴珉奎","PARK MINKYU","더불어민주당","더불어민주당","서울 관악구갑","constituency","예산결산특별위원회, 국회운영위원회, 재정경제기획위원회","M",1973-06-13,1,890,34
"7R156073",22,"박범계","朴範界","PARK BEOMKYE","더불어민주당","더불어민주당","대전 서구을","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 정무위원회","M",1963-04-27,4,199,23
"VA04150X",22,"박상웅","朴相雄","PARK SANGWOONG","국민의힘","국민의힘","경남 밀양시의령군함안군창녕군","constituency","산업통상자원중소벤처기업위원회, 대미투자특별법 처리를 위한 특별위원회","M",1960-08-16,1,432,36
"HXT76735",22,"박상혁","朴商赫","PARK SANGHYUK","더불어민주당","더불어민주당","경기 김포시을","constituency","정무위원회","M",1973-03-20,2,1102,94
"VZA76236",22,"박선원","朴善源","PARK SUNWON","더불어민주당","더불어민주당","인천 부평구을","constituency","국방위원회, 정보위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","M",1963-01-14,1,507,19
"X3170462",22,"박성민","朴成敏","PARK SUNGMIN","국민의힘","국민의힘","울산 중구","constituency","산업통상자원중소벤처기업위원회","M",1959-04-19,2,596,42
"IL74008M",22,"박성준","朴省俊","PARK SUNGJOON","더불어민주당","더불어민주당","서울 중구성동구을","constituency","교육위원회","M",1969-04-23,2,275,32
"NX534083",22,"박성훈","朴成訓","PARK SUNGHOON","국민의힘","국민의힘","부산 북구을","constituency","재정경제기획위원회, 대미투자특별법 처리를 위한 특별위원회","M",1971-01-18,1,744,101
"Y0X4618N",22,"박수민","朴琇民","PARK SOOMIN","국민의힘","국민의힘","서울 강남구을","constituency","국회운영위원회, 연금개혁 특별위원회, 행정안전위원회","M",1967-12-03,1,353,31
"FU87526G",22,"박수영","朴洙瑩","PARK SOOYOUNG","국민의힘","국민의힘","부산 남구","constituency","재정경제기획위원회, 대미투자특별법 처리를 위한 특별위원회","M",1964-01-07,2,362,46
"5TQ6306B",22,"박수현","朴洙賢","PARK SOOHYUN","더불어민주당","더불어민주당","충남 공주시부여군청양군","constituency","문화체육관광위원회","M",1964-08-14,2,880,47
"1JI2689F",22,"박용갑","朴龍甲","PARK YONGKAB","더불어민주당","더불어민주당","대전 중구","constituency","국토교통위원회","M",1957-03-17,1,1215,82
"1A82234K",22,"박은정","朴恩貞","PARK EUNJUNG","조국혁신당","조국혁신당","비례대표","proportional","법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","F",1972-01-15,1,562,26
"4019850M",22,"박정","朴釘","PARK JEUNG","더불어민주당","더불어민주당","경기 파주시을","constituency","기후에너지환경노동위원회","M",1962-11-19,3,1477,76
"6RD62559",22,"박정하","朴正河","PARK JEONGHA","국민의힘","국민의힘","강원 원주시갑","constituency","문화체육관광위원회","M",1966-09-26,2,706,46
"HVV5250J",22,"박정현","朴貞炫","PARK JEONGHYEON","더불어민주당","더불어민주당","대전 대덕구","constituency","행정안전위원회, 기후위기 특별위원회, 산불피해지원대책 특별위원회","F",1964-11-04,1,1380,55
"AEJ19639",22,"박정훈","朴庭勳","PARK JEONGHUN","국민의힘","국민의힘","서울 송파구갑","constituency","과학기술정보방송통신위원회","M",1971-02-08,1,256,18
"6AU2417B",22,"박주민","朴柱民","PARK JUMIN","더불어민주당","더불어민주당","서울 은평구갑","constituency","보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1973-11-21,3,213,44
"G6W8250J",22,"박준태","朴俊泰","PARK JUNTAE","국민의힘","국민의미래","비례대표","proportional","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 농림축산식품해양수산위원회","M",1981-02-24,1,999,19
"8BF5855P",22,"박지원","朴智元","PARK JIEWON","더불어민주당","더불어민주당","전남 해남군완도군진도군","constituency","법제사법위원회, 정보위원회","M",1942-06-05,5,1807,16
"EMH4976E",22,"박지혜","朴智慧","PARK JEEHYE","더불어민주당","더불어민주당","경기 의정부시갑","constituency","기후위기 특별위원회, 산업통상자원중소벤처기업위원회, 대미투자특별법 처리를 위한 특별위원회","F",1978-10-31,1,571,74
"BT62420K",22,"박찬대","朴贊大","PARK CHANDAE","더불어민주당","더불어민주당","인천 연수구갑","constituency","정무위원회","M",1967-05-10,3,156,23
"GP21946O",22,"박충권","朴沖？","PARK CHOONGKWON","국민의힘","국민의미래","비례대표","proportional","과학기술정보방송통신위원회, 국회운영위원회","M",1986-01-14,1,1272,53
"E2B3753X",22,"박해철","朴海澈","PARK HAECHEOL","더불어민주당","더불어민주당","경기 안산시병","constituency","기후에너지환경노동위원회","M",1965-09-14,1,1363,121
"6U243644",22,"박형수","朴亨修","PARK HYEUNGSOO","국민의힘","국민의힘","경북 의성군청송군영덕군울진군","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1965-10-20,2,312,27
"S824682L",22,"박홍근","朴洪根","PARK HONGKEUN","더불어민주당","더불어민주당","서울 중랑구을","constituency","재정경제기획위원회","M",1969-10-08,4,610,31
"ZW43496R",22,"박홍배","朴弘培","PARK HONGBAE","더불어민주당","더불어민주연합","비례대표","proportional","연금개혁 특별위원회, 성평등가족위원회, 행정안전위원회","M",1972-10-09,1,1935,119
"43Q3892U",22,"박희승","朴熙承","PARK HEESEONG","더불어민주당","더불어민주당","전북 남원시장수군임실군순창군","constituency","예산결산특별위원회, 보건복지위원회","M",1963-09-28,1,2062,67
"QQP4727N",22,"배준영","裵俊英","BAE JUNEYOUNG","국민의힘","국민의힘","인천 중구강화군옹진군","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 정치개혁특별위원회","M",1970-10-21,2,499,50
"4X525582",22,"배현진","裵賢鎭","BAE HYUNJIN","국민의힘","국민의힘","서울 송파구을","constituency","외교통일위원회","F",1983-11-06,2,136,14
"YN160848",22,"백선희","白仙姬","BAEK SUNHEE","조국혁신당","조국혁신당","비례대표","proportional","국방위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회","F",1968-12-08,1,388,45
"MDC3257K",22,"백승아","白承아","BAEK SEUNGAH","더불어민주당","더불어민주연합","비례대표","proportional","교육위원회, 국회운영위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회","F",1985-02-25,1,707,42
"CAA7713A",22,"백종헌","白宗憲","BAEK JONGHEAN","국민의힘","국민의힘","부산 금정구","constituency","보건복지위원회","M",1962-12-23,2,810,18
"HSS7466Y",22,"백혜련","白惠蓮","BACK HYERYUN","더불어민주당","더불어민주당","경기 수원시을","constituency","보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","F",1967-02-17,3,512,85
"GJ56729D",22,"복기왕","卜箕旺","BOK KIWANG","더불어민주당","더불어민주당","충남 아산시갑","constituency","국토교통위원회","M",1968-04-10,2,1231,93
"6I88973D",22,"부승찬","夫勝粲","BOO SEUNGCHAN","더불어민주당","더불어민주당","경기 용인시병","constituency","국방위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","M",1970-10-14,1,408,20
"QQ429063",22,"서명옥","徐明玉","SUH MYUNGOK","국민의힘","국민의힘","서울 강남구갑","constituency","보건복지위원회, 성평등가족위원회","F",1960-11-26,1,496,40
"51A45980",22,"서미화","徐美和","SEO MIHWA","더불어민주당","더불어민주연합","비례대표","proportional","국회운영위원회, 보건복지위원회","F",1967-11-06,1,1280,90
"L7J93733",22,"서범수","徐範洙","SUH BUMSOO","국민의힘","국민의힘","울산 울주군","constituency","기후위기 특별위원회, 행정안전위원회, 예산결산특별위원회, 성평등가족위원회","M",1963-09-17,2,468,45
"FOK3459D",22,"서삼석","徐參錫","SEO SAMSEOK","더불어민주당","더불어민주당","전남 영암군무안군신안군","constituency","농림축산식품해양수산위원회","M",1959-08-03,3,743,74
"TKJ4800F",22,"서영교","徐瑛敎","SEO YOUNGKYO","더불어민주당","더불어민주당","서울 중랑구갑","constituency","법제사법위원회, 성평등가족위원회","F",1964-11-11,4,1154,127
"XR24352K",22,"서영석","徐暎錫","SEO YOUNGSEOK","더불어민주당","더불어민주당","경기 부천시갑","constituency","보건복지위원회","M",1964-09-16,2,745,60
"80C5885Z",22,"서왕진","徐旺鎭","SEO WANGJIN","조국혁신당","조국혁신당","비례대표","proportional","기후위기 특별위원회, 예산결산특별위원회, 기후에너지환경노동위원회","M",1964-11-25,1,727,39
"MR210505",22,"서일준","徐一俊","SEO ILJUN","국민의힘","국민의힘","경남 거제시","constituency","산업통상자원중소벤처기업위원회, 정치개혁특별위원회","M",1965-05-10,2,747,25
"P7U7800Z",22,"서지영","徐知英","SEO JIYOUNG","국민의힘","국민의힘","부산 동래구","constituency","교육위원회, 국회운영위원회","F",1975-02-18,1,726,47
"JP222486",22,"서천호","徐千浩","SUH CHEONHO","국민의힘","국민의힘","경남 사천시남해군하동군","constituency","농림축산식품해양수산위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 산불피해지원대책 특별위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1961-09-08,1,1357,55
"7XY7109I",22,"성일종","成一鍾","SUNG ILJONG","국민의힘","국민의힘","충남 서산시태안군","constituency","국방위원회","M",1963-03-19,3,703,53
"ZDR63255",22,"소병훈","蘇秉勳","SO BYUNGHOON","더불어민주당","더불어민주당","경기 광주시갑","constituency","보건복지위원회","M",1954-06-03,3,896,58
"JSA8739I",22,"손명수","孫明秀","SON MYOUNGSOO","더불어민주당","더불어민주당","경기 용인시을","constituency","국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회","M",1966-11-09,1,572,32
"2KM3589W",22,"손솔","孫率","SON SOL","진보당","더불어민주연합","","proportional","문화체육관광위원회","F",1995-01-02,1,201,13
"SQ36001H",22,"송기헌","宋基憲","SONG KIHUN","더불어민주당","더불어민주당","강원 원주시을","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 정치개혁특별위원회","M",1963-10-02,3,258,37
"CNW5754J",22,"송석준","宋錫俊","SONG SEOGJUN","국민의힘","국민의힘","경기 이천시","constituency","법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1964-03-10,3,558,37
"6EN68926",22,"송언석","宋彦錫","SONG EONSEOG","국민의힘","국민의힘","경북 김천시","constituency","정보위원회, 국회운영위원회, 외교통일위원회","M",1963-05-16,3,369,52
"3249208I",22,"송옥주","宋玉珠","SONG OKJOO","더불어민주당","더불어민주당","경기 화성시갑","constituency","농림축산식품해양수산위원회","F",1965-12-20,3,1226,101
"RG972910",22,"송재봉","宋在奉","SONG JAEBONG","더불어민주당","더불어민주당","충북 청주시청원구","constituency","산업통상자원중소벤처기업위원회, 기후위기 특별위원회, 정치개혁특별위원회","M",1969-09-25,1,977,81
"OWD1018N",22,"신동욱","申東旭","SHIN DONGUK","국민의힘","국민의힘","서울 서초구을","constituency","법제사법위원회","M",1967-08-03,1,407,26
"RMC1840P",22,"신성범","愼聖範","SHIN SUNGBUM","국민의힘","국민의힘","경남 산청군함양군거창군합천군","constituency","과학기술정보방송통신위원회, 정보위원회, 산불피해지원대책 특별위원회","M",1963-06-01,3,551,29
"AFH96856",22,"신영대","申榮大","SHIN YEONGDAE","더불어민주당","더불어민주당","전북 군산시김제시부안군갑","constituency","국토교통위원회, 기획재정위원회, 예산결산특별위원회","M",1968-01-15,2,589,53
"NPD75153",22,"신장식","申莊植","SHIN CHANGSIK","조국혁신당","조국혁신당","비례대표","proportional","국회운영위원회, 정무위원회","M",1971-05-25,1,756,92
"M7O7878U",22,"신정훈","辛正勳","SHIN JEONGHOON","더불어민주당","더불어민주당","전남 나주시화순군","constituency","행정안전위원회","M",1964-12-06,3,581,52
"TST4507I",22,"안규백","安圭伯","AHN GYUBACK","더불어민주당","더불어민주당","서울 동대문구갑","constituency","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 재정경제기획위원회","M",1961-04-29,5,263,25
"EB16073M",22,"안도걸","安道杰","AHN DOGEOL","더불어민주당","더불어민주당","광주 동구남구을","constituency","산불피해지원대책 특별위원회, 예산결산특별위원회, 재정경제기획위원회, 대미투자특별법 처리를 위한 특별위원회","M",1965-01-23,1,702,54
"PYA8594I",22,"안상훈","安祥薰","AHN SANGHOON","국민의힘","국민의미래","비례대표","proportional","보건복지위원회, 연금개혁 특별위원회","M",1969-05-15,1,404,45
"YOG1280B",22,"안철수","安哲秀","AHN CHEOLSOO","국민의힘","국민의힘","경기 성남시분당구갑","constituency","외교통일위원회","M",1962-01-22,4,570,26
"W8L9421K",22,"안태준","安泰俊","AN TAEJUN","더불어민주당","더불어민주당","경기 광주시을","constituency","국토교통위원회, 국회운영위원회","M",1969-12-03,1,649,45
"XEF29171",22,"안호영","安浩永","AN HOYOUNG","더불어민주당","더불어민주당","전북 완주군진안군무주군","constituency","기후에너지환경노동위원회","M",1965-10-11,3,594,51
"3OQ8273H",22,"양문석","梁文錫","YANG MOONSEOK","더불어민주당","더불어민주당","경기 안산시갑","constituency","문화체육관광위원회","M",1966-09-28,1,491,24
"CK143054",22,"양부남","楊富男","YANG BUNAM","더불어민주당","더불어민주당","광주 서구을","constituency","행정안전위원회","M",1961-03-23,1,1152,81
"8FB1535Y",22,"어기구","魚基龜","EOH KIYKU","더불어민주당","더불어민주당","충남 당진시","constituency","농림축산식품해양수산위원회","M",1963-01-10,3,547,52
"8348421R",22,"엄태영","嚴泰永","EOM TAEYOUNG","국민의힘","국민의힘","충북 제천시단양군","constituency","국토교통위원회","M",1958-01-22,2,905,82
"URX8075K",22,"염태영","廉泰英","YEOM TAEYOUNG","더불어민주당","더불어민주당","경기 수원시무","constituency","국토교통위원회, 기후위기 특별위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1960-07-25,1,852,46
"OIA3741M",22,"오기형","吳奇炯","OH GIHYOUNG","더불어민주당","더불어민주당","서울 도봉구을","constituency","연금개혁 특별위원회, 재정경제기획위원회","M",1966-11-25,2,172,21
"BRU2690F",22,"오세희","吳世姬","OH SAEHEE","더불어민주당","더불어민주연합","비례대표","proportional","산업통상자원중소벤처기업위원회","F",1955-12-27,1,895,70
"GE71932C",22,"용혜인","龍慧仁","YONG HYEIN","기본소득당","더불어민주연합","비례대표","proportional","행정안전위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","F",1990-04-12,2,417,60
"XBT9550Q",22,"우원식","禹元植","WOO WONSHIK","무소속","더불어민주당","서울 노원구갑","constituency","","M",1957-09-18,5,3,0
"8UC4779G",22,"우재준","禹在埈","WOO JAEJUN","국민의힘","국민의힘","대구 북구갑","constituency","연금개혁 특별위원회, 기후에너지환경노동위원회, 예산결산특별위원회","M",1988-05-04,1,769,47
"RQQ3807K",22,"위성곤","魏聖坤","WI SEONGGON","더불어민주당","더불어민주당","제주 서귀포시","constituency","행정안전위원회, 기후위기 특별위원회","M",1968-01-20,3,1091,94
"T9E37304",22,"위성락","魏聖洛","WI SUNGLAC","더불어민주당","더불어민주연합","비례대표","proportional","외교통일위원회, 정보위원회","M",1954-09-14,1,207,10
"GX38539O",22,"유동수","柳東秀","YOO DONGSOO","더불어민주당","더불어민주당","인천 계양구갑","constituency","정무위원회","M",1961-09-18,3,286,26
"MU69217P",22,"유상범","劉相凡","YOO SANGBUM","국민의힘","국민의힘","강원 홍천군횡성군영월군평창군","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회, 재정경제기획위원회","M",1966-06-04,2,442,40
"JZV5283U",22,"유영하","柳榮夏","YOO YEONGHA","국민의힘","국민의힘","대구 달서구갑","constituency","정무위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 정보위원회","M",1962-10-19,1,136,16
"KBK8836C",22,"유용원","庾龍源","YU YONGWEON","국민의힘","국민의미래","비례대표","proportional","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국방위원회","M",1964-03-10,1,639,30
"GP07421U",22,"윤건영","尹建永","YOUN KUNYOUNG","더불어민주당","더불어민주당","서울 구로구을","constituency","행정안전위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 정보위원회, 정치개혁특별위원회","M",1969-09-26,2,440,56
"MSY7784L",22,"윤상현","尹相現","YOON SANGHYUN","국민의힘","국민의힘","인천 동구미추홀구을","constituency","기후에너지환경노동위원회","M",1962-12-01,5,315,22
"9VR65006",22,"윤영석","尹永碩","YOON YOUNGSEOK","국민의힘","국민의힘","경남 양산시갑","constituency","연금개혁 특별위원회, 재정경제기획위원회","M",1964-10-07,4,399,55
"ZRF3039U",22,"윤재옥","尹在玉","YUN JAEOK","국민의힘","국민의힘","대구 달서구을","constituency","국토교통위원회","M",1961-09-10,4,203,48
"MQK9493H",22,"윤종군","尹鍾君","YOON JONGKUN","더불어민주당","더불어민주당","경기 안성시","constituency","국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회","M",1972-09-09,1,981,25
"3TP65086",22,"윤종오","尹鍾五","YOON JONGO","진보당","진보당","울산 북구","constituency","국토교통위원회, 국회운영위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1963-08-14,2,471,48
"JC14718Q",22,"윤준병","尹準炳","YOON JOONBYEONG","더불어민주당","더불어민주당","전북 정읍시고창군","constituency","농림축산식품해양수산위원회, 정치개혁특별위원회","M",1961-03-03,2,1668,253
"8X15119P",22,"윤한홍","尹漢洪","YOON HANHONG","국민의힘","국민의힘","경남 창원시마산회원구","constituency","정무위원회","M",1962-11-01,3,379,31
"M0A1658U",22,"윤호중","尹昊重","YUN HOJUNG","더불어민주당","더불어민주당","경기 구리시","constituency","보건복지위원회","M",1963-03-27,5,220,27
"O7R5461J",22,"윤후덕","尹厚德","YOON HUDUK","더불어민주당","더불어민주당","경기 파주시갑","constituency","외교통일위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회","M",1957-01-09,4,671,34
"AEO5706C",22,"이강일","李康一","LEE KANGILL","더불어민주당","더불어민주당","충북 청주시상당구","constituency","정무위원회, 예산결산특별위원회","M",1967-04-30,1,509,60
"I7R13867",22,"이개호","李介昊","LEE KAIHO","더불어민주당","더불어민주당","전남 담양군함평군영광군장성군","constituency","보건복지위원회","M",1959-06-23,4,753,40
"7YC6702R",22,"이건태","李建泰","LEE GEONTAE","더불어민주당","더불어민주당","경기 부천시병","constituency","국토교통위원회","M",1966-12-21,1,661,64
"95J3282H",22,"이광희","李廣熙","LEE GOANGHEE","더불어민주당","더불어민주당","충북 청주시서원구","constituency","행정안전위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1963-10-09,1,1202,50
"W3U3344O",22,"이기헌","李寄憲","LEE KIHEON","더불어민주당","더불어민주당","경기 고양시병","constituency","정보위원회, 국회운영위원회, 문화체육관광위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회","M",1968-12-23,1,1455,35
"ROS6754L",22,"이달희","李達姬","LEE DALHEE","국민의힘","국민의미래","비례대표","proportional","행정안전위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 성평등가족위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","F",1962-02-09,1,633,38
"OSV9142K",22,"이만희","李晩熙","LEE MANHEE","국민의힘","국민의힘","경북 영천시청도군","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 농림축산식품해양수산위원회","M",1963-12-11,3,563,119
"HFV52269",22,"이병진","李炳鎭","YI BYEONGJIN","더불어민주당","더불어민주당","경기 평택시을","constituency","예산결산특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 농림축산식품해양수산위원회","M",1964-12-08,1,1540,89
"W8W95421",22,"이상식","李相植","LEE SANGSIK","더불어민주당","더불어민주당","경기 용인시갑","constituency","행정안전위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 정치개혁특별위원회","M",1966-04-27,1,435,40
"8L52480G",22,"이상휘","李相輝","LEE SANGHWI","국민의힘","국민의힘","경북 포항시남구울릉군","constituency","과학기술정보방송통신위원회","M",1963-10-06,1,429,34
"WXJ8352N",22,"이성권","李成權","LEE SEONGKWEUN","국민의힘","국민의힘","부산 사하구갑","constituency","정보위원회, 행정안전위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 예산결산특별위원회","M",1968-10-15,2,574,37
"N2P9317N",22,"이성윤","李盛潤","LEE SUNGYOON","더불어민주당","더불어민주당","전북 전주시을","constituency","법제사법위원회","M",1962-01-06,1,861,46
"WTR5885Y",22,"이소영","李素永","LEE SOYOUNG","더불어민주당","더불어민주당","경기 의왕시과천시","constituency","기후위기 특별위원회, 예산결산특별위원회, 재정경제기획위원회","F",1985-02-10,2,236,33
"MRS4949T",22,"이소희","李昭熙",NA,"국민의힘","국민의힘","비례대표","proportional","문화체육관광위원회","F",1986-11-15,1,5,0
"0R68099X",22,"이수진","李壽珍","LEE SOOJIN","더불어민주당","더불어민주당","경기 성남시중원구","constituency","보건복지위원회, 예산결산특별위원회, 연금개혁 특별위원회","F",1969-05-14,2,1599,198
"S9U45255",22,"이양수","李亮壽","LEE YANGSOO","국민의힘","국민의힘","강원 속초시인제군고성군양양군","constituency","정무위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1967-08-15,3,300,37
"JG77046J",22,"이언주","李彦周","LEE UNJU","더불어민주당","더불어민주당","경기 용인시정","constituency","산업통상자원중소벤처기업위원회","F",1972-11-08,3,230,40
"EBH1101V",22,"이연희","李蓮喜","LEE YEONHEE","더불어민주당","더불어민주당","충북 청주시흥덕구","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 국토교통위원회, 성평등가족위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1966-03-05,1,1246,81
"9JF4562W",22,"이용선","李庸瑄","LEE YONGSUN","더불어민주당","더불어민주당","서울 양천구을","constituency","외교통일위원회","M",1958-02-12,2,382,25
"6K79158C",22,"이용우","李庸宇","LEE YONGWOO","더불어민주당","더불어민주당","인천 서구을","constituency","기후에너지환경노동위원회, 국회운영위원회","M",1974-07-16,1,965,148
"DAV7257X",22,"이원택","李源澤","LEE WONTAEG","더불어민주당","더불어민주당","전북 군산시김제시부안군을","constituency","농림축산식품해양수산위원회, 산불피해지원대책 특별위원회","M",1970-01-25,2,811,68
"DWK26447",22,"이인선","李仁善","LEE INSEON","국민의힘","국민의힘","대구 수성구을","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 성평등가족위원회, 재정경제기획위원회","F",1959-05-02,2,1190,70
"3ZR4438W",22,"이인영","李仁榮","LEE INYOUNG","더불어민주당","더불어민주당","서울 구로구갑","constituency","정무위원회, 정보위원회","M",1964-06-28,5,305,41
"3LP22204",22,"이재강","李在康","LEE JAEGANG","더불어민주당","더불어민주당","경기 의정부시을","constituency","외교통일위원회","M",1962-07-20,1,549,31
"RKS3658I",22,"이재관","李在官","LEE JAEKWAN","더불어민주당","더불어민주당","충남 천안시을","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1965-03-01,1,973,41
"IUD9392R",22,"이재명","李在明","LEE JAEMYUNG","더불어민주당","더불어민주당","인천 계양구을","constituency","외교통일위원회","M",1964-12-22,2,19,4
"UQ282145",22,"이재정","李在汀","LEE JAE JUNG","더불어민주당","더불어민주당","경기 안양시동안구을","constituency","외교통일위원회","F",1974-08-02,3,329,35
"O0I2045I",22,"이정문","李楨文","LEE JUNGMUN","더불어민주당","더불어민주당","충남 천안시병","constituency","정무위원회","M",1973-01-05,2,948,77
"5762459L",22,"이정헌","李政憲","LEE JEONGHEON","더불어민주당","더불어민주당","서울 광진구갑","constituency","과학기술정보방송통신위원회","M",1971-05-05,1,275,37
"HSW1214Q",22,"이종배","李鍾培","LEE JONGBAE","국민의힘","국민의힘","충북 충주시","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1957-05-30,4,904,83
"NLS46526",22,"이종욱","李琮煜","LEE JONGWOOK","국민의힘","국민의힘","경남 창원시진해구","constituency","국토교통위원회","M",1965-03-15,1,422,28
"WI719547",22,"이주영","李주鍈","LEE JUYOUNG","개혁신당","개혁신당","비례대표","proportional","보건복지위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회","F",1982-03-22,1,107,21
"RBM5454A",22,"이주희","李周禧","Lee Juhee","더불어민주당","더불어민주당","비례대표","proportional","과학기술정보방송통신위원회, 성평등가족위원회","F",1978-06-13,1,412,24
"QWL7778X",22,"이준석","李埈錫","LEE JUNSEOK","개혁신당","개혁신당","경기 화성시을","constituency","과학기술정보방송통신위원회","M",1985-03-31,1,106,14
"TZP9391O",22,"이철규","李喆圭","LEE CHULGYU","국민의힘","국민의힘","강원 동해시태백시삼척시정선군","constituency","산업통상자원중소벤처기업위원회","M",1957-09-20,3,194,34
"V2R7430Z",22,"이춘석","李春錫","LEE CHOONSUAK","더불어민주당","더불어민주당","전북 익산시갑","constituency","외교통일위원회","M",1963-03-07,4,369,39
"K5F2023J",22,"이학영","李學永","LEE HACKYOUNG","더불어민주당","더불어민주당","경기 군포시","constituency","기후에너지환경노동위원회","M",1952-04-16,4,1134,91
"0698755I",22,"이해민","李海珉","LEE HAIMIN","조국혁신당","조국혁신당","비례대표","proportional","과학기술정보방송통신위원회","F",1973-07-02,1,741,66
"CCU1009B",22,"이해식","李海植","LEE HAESIK","더불어민주당","더불어민주당","서울 강동구을","constituency","행정안전위원회, 정치개혁특별위원회","M",1963-11-13,2,716,76
"EVH1507C",22,"이헌승","李憲昇","LEE HUNSEUNG","국민의힘","국민의힘","부산 부산진구을","constituency","정무위원회, 기후위기 특별위원회","M",1963-05-11,4,1016,69
"2S73768V",22,"이훈기","李勳基","LEE HOONKI","더불어민주당","더불어민주당","인천 남동구을","constituency","국회운영위원회, 예산결산특별위원회, 기획재정위원회, 과학기술정보방송통신위원회","M",1965-11-30,1,799,85
